position,token,target,loss_nats,passthrough_nats,visits,mean_hops
0,43,23,4.215422,4.192529,1477,7.6216
1,23,37,4.249689,4.231799,1441,7.5910
2,37,28,4.274413,4.283826,1403,7.5912
3,28,53,4.201154,4.222736,1440,7.5866
4,53,21,4.281008,4.270722,1371,7.3307
5,21,53,4.270956,4.213927,1426,7.5643
6,53,21,4.239186,4.189911,1453,7.5714
7,21,53,4.192032,4.137223,1424,7.4755
8,53,21,4.182585,4.114541,1392,7.4927
9,21,54,4.129101,4.060852,1447,7.6021
10,54,43,4.210581,4.174332,1268,6.9529
11,43,23,4.170783,4.161896,1396,7.4240
12,23,0,4.086394,4.159396,1399,7.4401
13,0,62,4.256444,4.238037,1348,7.1843
14,62,46,4.107968,4.175296,1385,7.4298
15,46,63,4.300147,4.335778,1337,7.1462
16,63,8,4.229000,4.239938,1253,6.6776
17,8,4,4.170100,4.155069,1426,7.5178
18,4,23,4.243810,4.272335,1363,7.3249
19,23,37,4.232232,4.185689,1278,6.8958
20,37,47,4.043459,4.047249,1386,7.4579
21,47,35,4.036586,4.037156,1374,7.2689
22,35,43,4.101063,4.099665,1322,6.9778
23,43,23,4.116878,4.116348,1254,6.8318
24,23,0,4.015700,4.116152,1461,7.6043
25,0,43,4.187592,4.232387,1381,7.2499
26,43,23,4.095102,4.075052,1443,7.5552
27,23,0,3.951791,4.072747,1453,7.5885
28,0,57,4.138350,4.101455,1448,7.5475
29,57,2,4.172574,4.158995,1397,7.4673
30,2,9,4.208272,4.179183,1437,7.5592
31,9,13,4.246924,4.204748,1240,6.7870
32,13,31,4.182321,4.279388,1384,7.3439
33,31,30,4.295079,4.276933,1350,7.2420
34,30,31,4.267137,4.251860,1431,7.5564
35,31,30,4.270778,4.190882,1443,7.6010
36,30,31,4.187494,4.164899,1394,7.4821
37,31,30,4.192885,4.105823,1454,7.6156
38,30,31,4.119006,4.079871,1410,7.5163
39,31,42,4.128334,4.165159,1449,7.6216
40,42,40,4.238007,4.338957,1326,7.1264
41,40,23,4.292388,4.258486,1397,7.4324
42,23,62,4.239663,4.163503,1392,7.3705
43,62,46,4.073041,4.133641,1401,7.4503
44,46,62,4.185727,4.117283,1252,6.8593
45,62,46,4.055160,4.053234,1465,7.6204
46,46,63,4.331903,4.284085,1401,7.4210
47,63,63,3.212503,3.028844,1389,7.3576
48,63,8,4.214219,4.190860,1463,7.6182
49,8,27,4.197839,4.208078,1433,7.5139
50,27,16,4.276429,4.274629,1374,7.3672
51,16,40,4.212307,4.220533,1352,7.2989
52,40,24,4.292564,4.297776,1381,7.3330
53,24,62,4.260664,4.271359,1430,7.5090
54,62,46,3.984122,4.011637,1438,7.5652
55,46,63,4.241678,4.244298,1443,7.5588
56,63,63,3.173871,2.945670,1435,7.5819
57,63,8,4.103535,4.142953,1363,7.2312
58,8,27,4.138416,4.167769,1441,7.5500
59,27,16,4.263143,4.242419,1343,7.1617
60,16,4,4.311407,4.336754,1230,6.6999
61,4,40,4.329999,4.254562,1343,7.1873
62,40,23,4.233224,4.210347,1333,7.0751
63,23,37,4.148876,4.151412,1435,7.5510
64,37,62,4.195007,4.133987,1432,7.4935
65,62,21,4.287785,4.197509,1448,7.5778
66,21,53,4.022918,4.067400,1402,7.4300
67,53,21,4.084549,4.051347,1437,7.5167
68,21,55,4.085619,4.078250,1444,7.5576
69,55,30,3.919879,3.949541,1371,7.3635
70,30,10,4.102379,4.111406,1409,7.4889
71,10,37,4.178365,4.247929,1473,7.5982
72,37,28,4.215859,4.244830,1458,7.5881
73,28,10,4.180483,4.220829,1339,7.1467
74,10,37,4.117759,4.215657,1364,7.1884
75,37,47,4.077951,4.007371,1459,7.5859
76,47,63,4.147301,4.156974,1398,7.4551
77,63,8,4.071462,4.077648,1434,7.5818
78,8,4,4.175735,4.137678,1427,7.4962
79,4,23,4.186204,4.232874,1456,7.5897
80,23,62,4.219348,4.121197,1409,7.5382
81,62,21,4.290448,4.158715,1377,7.3142
