position,token,target,loss_nats,passthrough_nats,visits,mean_hops
0,25,36,4.175157,4.166067,1441,9.6446
1,36,21,4.126966,4.102520,1435,9.6162
2,21,9,4.221508,4.232288,1452,9.6349
3,9,15,4.076761,4.073630,1386,9.6988
4,15,49,4.186098,4.201236,1042,7.8045
5,49,43,4.243881,4.241316,1394,9.4332
6,43,11,4.201199,4.186324,1392,9.5310
7,11,42,4.151617,4.131459,1382,9.1832
8,42,54,4.220832,4.233837,1371,9.4381
9,54,25,3.981846,3.971856,1241,8.8780
10,25,36,4.131819,4.116582,1426,9.5410
11,36,29,4.317948,4.227765,1312,9.0781
12,29,11,4.268687,4.252311,1265,8.7864
13,11,42,4.061154,4.094294,1446,9.6962
14,42,0,4.138513,4.076547,1423,9.6157
15,0,21,4.119778,4.119173,1395,9.4005
16,21,48,4.228292,4.221222,1429,9.6091
17,48,25,4.295673,4.216368,1421,9.4966
18,25,2,4.146374,4.164324,1342,9.2016
19,2,45,4.353243,4.366933,1358,9.3707
20,45,62,4.005518,3.988800,1282,8.9961
21,62,21,4.250163,4.239308,1373,9.4788
22,21,48,4.183215,4.189846,1423,9.5857
23,48,25,4.236435,4.170102,1467,9.6342
24,25,36,4.056416,4.063996,1458,9.5911
25,36,29,4.223697,4.178817,1384,9.2199
26,29,11,4.203445,4.206797,1372,9.4175
27,11,42,4.001594,4.061833,1457,9.6417
28,42,54,4.168402,4.185025,1416,9.5759
29,54,44,4.423408,4.389152,1454,9.6389
30,44,36,4.118028,4.078417,1449,9.6325
31,36,34,4.091400,4.016744,1454,9.6188
32,34,7,4.305390,4.320120,1456,9.6161
33,7,22,4.096414,4.069517,1467,9.6398
34,22,47,4.167037,4.202069,1453,9.5800
35,47,51,4.281144,4.238794,1398,9.3718
36,51,16,4.141070,4.178835,1429,9.5270
37,16,53,4.316424,4.293494,1448,9.5815
38,53,0,4.218371,4.198740,1451,9.6447
39,0,60,4.154105,4.129998,1003,7.1714
40,60,38,4.345877,4.337875,965,7.0707
41,38,2,4.284778,4.189572,1456,9.6249
42,2,12,4.225107,4.265586,1396,9.4737
43,12,35,4.151469,4.154044,1442,9.5835
44,35,8,4.205315,4.225002,1440,9.5870
45,8,56,4.233259,4.229642,1380,9.4548
46,56,1,4.116417,4.114284,1046,7.2855
47,1,47,4.318876,4.328295,1438,9.5648
48,47,22,4.143961,4.168651,1254,8.6635
49,22,20,4.281606,4.360372,1464,9.5624
50,20,10,4.053804,4.014832,1386,9.4016
51,10,2,4.079937,4.108902,1240,8.7139
52,2,12,4.180651,4.237930,1428,9.5237
53,12,20,4.032460,4.095688,1447,9.5646
54,20,10,4.000623,3.977937,1434,9.6087
55,10,2,4.060577,4.073734,1448,9.6329
56,2,54,4.261022,4.262830,1465,9.5931
57,54,0,4.293065,4.259944,994,7.1207
58,0,60,4.138884,4.093127,1450,9.6024
59,60,38,4.288300,4.297453,1232,8.7450
60,38,50,4.091610,4.139505,1408,9.4495
61,50,54,4.188731,4.170316,1440,9.5625
62,54,25,4.001256,3.947460,1292,8.7526
63,25,36,4.062587,4.030834,1472,9.5907
64,36,34,4.028438,3.981592,1460,9.6161
65,34,35,4.263456,4.210462,1451,9.6343
66,35,0,4.243365,4.317398,1454,9.6156
67,0,25,4.430475,4.305689,1465,9.6511
68,25,2,4.061994,4.135702,1444,9.5864
69,2,45,4.277690,4.308595,1396,9.3892
70,45,30,4.222968,4.152747,1061,7.4000
71,30,46,4.301431,4.350273,1403,9.3912
72,46,1,3.973439,4.059791,1465,9.6156
73,1,32,4.120121,4.142058,1442,9.5542
74,32,9,4.272118,4.243015,1434,9.5796
75,9,15,4.006066,4.016074,1375,9.4078
76,15,49,4.106673,4.163491,1418,9.4719
77,49,48,4.167443,4.164902,1452,9.6028
78,48,6,4.286150,4.259132,1437,9.5607
79,6,22,4.049360,4.041822,1454,9.5714
80,22,47,4.026184,4.106262,1446,9.5947
81,47,56,4.251628,4.283923,1418,9.4837
82,56,6,4.218472,4.210176,1449,9.6333
83,6,56,4.203413,4.201040,1462,9.6781
84,56,6,4.166900,4.132737,1429,9.5343
85,6,32,3.936364,3.962984,1453,9.6332
86,32,61,4.261531,4.257377,1465,9.5883
87,61,2,4.236072,4.234208,1389,9.3926
88,2,54,4.220932,4.214122,1448,9.6271
89,54,25,3.778550,3.901193,1447,9.6522
90,25,36,4.060394,3.986954,1464,9.5676
91,36,29,4.253347,4.122432,1461,9.6102
92,29,23,4.225331,4.347087,1373,9.1900
93,23,18,4.221889,4.244738,1429,9.5250
94,18,12,4.349001,4.351588,1464,9.6232
95,12,35,4.030102,4.114578,1431,9.5288
96,35,8,4.122079,4.188686,1465,9.6101
97,8,52,4.102835,4.135616,1459,9.6367
98,52,22,4.415044,4.275399,1467,9.5782
99,22,35,4.097556,4.196308,1412,9.4188
100,35,0,4.283588,4.272040,1473,9.6427
101,0,21,4.134490,4.090538,1455,9.5914
102,21,9,4.170175,4.210720,1455,9.6312
103,9,15,3.950017,3.965335,1443,9.5827
104,15,49,4.030259,4.133097,1449,9.6065
105,49,50,4.099636,4.139182,1446,9.5778
106,50,53,4.037326,4.127731,1382,9.3331
