scheme,age,snr_mean,snr_stderr
geo/r=8/m=3,65,3.387272e0,5.505323e-2
geo/r=8/m=3,80,3.062742e0,5.771228e-2
geo/r=8/m=3,100,2.714471e0,5.827113e-2
geo/r=8/m=3,125,2.227635e0,6.296036e-2
geo/r=8/m=3,155,1.798922e0,6.408463e-2
geo/r=8/m=3,193,1.413126e0,6.416569e-2
geo/r=8/m=3,241,1.074044e0,5.907216e-2
geo/r=8/m=3,300,8.746206e-1,6.807542e-2
geo/r=8/m=3,373,6.992436e-1,6.443765e-2
geo/r=8/m=3,465,6.552555e-1,6.443623e-2
geo/r=8/m=3,579,6.328935e-1,6.146090e-2
geo/r=8/m=3,721,4.759236e-1,6.120194e-2
geo/r=8/m=3,897,6.133921e-1,6.271093e-2
geo/r=8/m=3,1118,4.897273e-1,6.468349e-2
geo/r=8/m=3,1392,4.190161e-1,6.474817e-2
geo/r=8/m=3,1733,3.833484e-1,7.013157e-2
geo/r=8/m=3,2158,4.477720e-1,6.077620e-2
geo/r=8/m=3,2687,4.503679e-1,5.898272e-2
geo/r=8/m=3,3346,3.473772e-1,6.295464e-2
geo/r=8/m=3,4167,2.233947e-1,6.464403e-2
geo/r=8/m=3,5189,2.849602e-1,6.262340e-2
geo/r=8/m=3,6461,1.798490e-1,6.728348e-2
geo/r=8/m=3,8046,1.085439e-1,6.446380e-2
geo/r=8/m=3,10019,1.453118e-1,6.244986e-2
geo/r=8/m=3,12476,7.109360e-3,6.469541e-2
geo/r=8/m=3,15536,3.672635e-2,6.106451e-2
geo/r=8/m=3,19347,1.668261e-2,6.571315e-2
geo/r=8/m=3,24091,7.808984e-2,6.267918e-2
geo/r=8/m=3,30000,4.404021e-2,6.227500e-2
