schedule,t,value
geo/r=4/m=7,10000,5.944507011130e-3
geo/r=4/m=7,10352,5.817049423235e-3
geo/r=4/m=7,10717,5.690303758956e-3
geo/r=4/m=7,11095,5.564606102612e-3
geo/r=4/m=7,11486,5.440271873416e-3
geo/r=4/m=7,11890,5.317594810342e-3
geo/r=4/m=7,12309,5.196280950451e-3
geo/r=4/m=7,12743,5.076660875059e-3
geo/r=4/m=7,13192,4.959038193312e-3
geo/r=4/m=7,13656,4.843688787381e-3
geo/r=4/m=7,14138,4.730172945029e-3
geo/r=4/m=7,14636,4.619256195813e-3
geo/r=4/m=7,15151,4.510958453535e-3
geo/r=4/m=7,15685,4.405124178938e-3
geo/r=4/m=7,16238,4.302018918287e-3
geo/r=4/m=7,16810,4.201871159833e-3
geo/r=4/m=7,17402,4.104713937502e-3
geo/r=4/m=7,18015,4.010585781909e-3
geo/r=4/m=7,18650,3.919527551107e-3
geo/r=4/m=7,19307,3.831708369872e-3
geo/r=4/m=7,19987,3.747137570860e-3
geo/r=4/m=7,20691,3.665820906679e-3
geo/r=4/m=7,21420,3.587758194320e-3
geo/r=4/m=7,22175,3.512941228082e-3
geo/r=4/m=7,22956,3.441439930690e-3
geo/r=4/m=7,23765,3.373123264856e-3
geo/r=4/m=7,24602,3.308025389315e-3
geo/r=4/m=7,25469,3.246005964950e-3
geo/r=4/m=7,26367,3.186998902719e-3
geo/r=4/m=7,27295,3.131039815518e-3
geo/r=4/m=7,28257,3.077847626240e-3
geo/r=4/m=7,29253,3.027380082183e-3
geo/r=4/m=7,30283,2.979564300963e-3
geo/r=4/m=7,31350,2.934179442219e-3
geo/r=4/m=7,32455,2.891098836824e-3
geo/r=4/m=7,33598,2.850220143108e-3
geo/r=4/m=7,34782,2.811327427273e-3
geo/r=4/m=7,36007,2.774307359656e-3
geo/r=4/m=7,37276,2.738951792192e-3
geo/r=4/m=7,38589,2.705140980232e-3
geo/r=4/m=7,39949,2.672676560968e-3
geo/r=4/m=7,41356,2.641438042628e-3
geo/r=4/m=7,42813,2.611239988593e-3
geo/r=4/m=7,44322,2.581929438654e-3
geo/r=4/m=7,45883,2.553397054678e-3
geo/r=4/m=7,47500,2.525467290957e-3
geo/r=4/m=7,49173,2.498045629730e-3
geo/r=4/m=7,50906,2.470980114688e-3
geo/r=4/m=7,52699,2.444193267117e-3
geo/r=4/m=7,54556,2.417556864479e-3
geo/r=4/m=7,56478,2.390998358524e-3
geo/r=4/m=7,58468,2.364427358829e-3
geo/r=4/m=7,60528,2.337778197912e-3
geo/r=4/m=7,62660,2.310995109906e-3
geo/r=4/m=7,64868,2.284007789114e-3
geo/r=4/m=7,67153,2.256792782596e-3
geo/r=4/m=7,69519,2.229299477343e-3
geo/r=4/m=7,71969,2.201498601050e-3
geo/r=4/m=7,74504,2.173391074496e-3
geo/r=4/m=7,77129,2.144940584814e-3
geo/r=4/m=7,79846,2.116151182944e-3
geo/r=4/m=7,82660,2.087001546443e-3
geo/r=4/m=7,85572,2.057517958947e-3
geo/r=4/m=7,88587,2.027690847270e-3
geo/r=4/m=7,91708,1.997536163910e-3
geo/r=4/m=7,94939,1.967064624585e-3
geo/r=4/m=7,98284,1.936291493776e-3
geo/r=4/m=7,101746,1.905245023583e-3
geo/r=4/m=7,105331,1.873930435030e-3
geo/r=4/m=7,109042,1.842383384118e-3
geo/r=4/m=7,112884,1.810625384527e-3
geo/r=4/m=7,116861,1.778689596302e-3
geo/r=4/m=7,120978,1.746604007946e-3
geo/r=4/m=7,125240,1.714399780457e-3
geo/r=4/m=7,129653,1.682103772964e-3
geo/r=4/m=7,134221,1.649760340950e-3
geo/r=4/m=7,138950,1.617401774110e-3
geo/r=4/m=7,143845,1.585069838264e-3
geo/r=4/m=7,148913,1.552795528187e-3
geo/r=4/m=7,154159,1.520625164017e-3
geo/r=4/m=7,159591,1.488588786498e-3
geo/r=4/m=7,165213,1.456742139618e-3
geo/r=4/m=7,171034,1.425113778998e-3
geo/r=4/m=7,177060,1.393751151365e-3
geo/r=4/m=7,183298,1.362697274436e-3
geo/r=4/m=7,189756,1.331991432643e-3
geo/r=4/m=7,196441,1.301678671052e-3
geo/r=4/m=7,203362,1.271795593574e-3
geo/r=4/m=7,210527,1.242384011224e-3
geo/r=4/m=7,217944,1.213485571429e-3
geo/r=4/m=7,225623,1.185134072382e-3
geo/r=4/m=7,233572,1.157370520104e-3
geo/r=4/m=7,241801,1.130227814493e-3
geo/r=4/m=7,250320,1.103738182526e-3
geo/r=4/m=7,259140,1.077929790102e-3
geo/r=4/m=7,268270,1.052835074084e-3
geo/r=4/m=7,277721,1.028478524045e-3
geo/r=4/m=7,287506,1.004877904963e-3
geo/r=4/m=7,297635,9.820562145431e-4
geo/r=4/m=7,308121,9.600267200294e-4
geo/r=4/m=7,318977,9.388004339602e-4
geo/r=4/m=7,330215,9.183874088301e-4
geo/r=4/m=7,341849,8.987908388891e-4
geo/r=4/m=7,353893,8.800110216088e-4
geo/r=4/m=7,366361,8.620450392929e-4
geo/r=4/m=7,379269,8.448839651539e-4
geo/r=4/m=7,392631,8.285184155065e-4
geo/r=4/m=7,406464,8.129319887665e-4
geo/r=4/m=7,420785,7.981055685437e-4
geo/r=4/m=7,435610,7.840181266918e-4
geo/r=4/m=7,450957,7.706438214202e-4
geo/r=4/m=7,466845,7.579535827748e-4
geo/r=4/m=7,483293,7.459162162086e-4
geo/r=4/m=7,500320,7.344985073005e-4
geo/r=4/m=7,517947,7.236642236590e-4
geo/r=4/m=7,536196,7.133753835635e-4
geo/r=4/m=7,555087,7.035941703752e-4
geo/r=4/m=7,574643,6.942804721526e-4
geo/r=4/m=7,594889,6.853931825892e-4
geo/r=4/m=7,615848,6.768923391659e-4
geo/r=4/m=7,637546,6.687372548911e-4
geo/r=4/m=7,660008,6.608885566601e-4
geo/r=4/m=7,683261,6.533073634940e-4
geo/r=4/m=7,707333,6.459560458593e-4
geo/r=4/m=7,732254,6.387982466480e-4
geo/r=4/m=7,758052,6.318002721555e-4
geo/r=4/m=7,784760,6.249293400063e-4
geo/r=4/m=7,812408,6.181559357589e-4
geo/r=4/m=7,841031,6.114518811714e-4
geo/r=4/m=7,870662,6.047921739508e-4
geo/r=4/m=7,901337,5.981538372482e-4
geo/r=4/m=7,933093,5.915164253383e-4
geo/r=4/m=7,965967,5.848621946692e-4
geo/r=4/m=7,1000000,5.781752432345e-4
geo/r=8/m=5,1,5.000000000000e-1
geo/r=8/m=5,2,2.812500000000e-1
geo/r=8/m=5,3,1.853027343750e-1
geo/r=8/m=5,4,1.429769992828e-1
geo/r=8/m=5,5,1.240669002000e-1
geo/r=8/m=5,6,1.153839254355e-1
geo/r=8/m=5,7,1.111696858103e-1
geo/r=8/m=5,8,1.089099292204e-1
geo/r=8/m=5,9,1.075068574937e-1
geo/r=8/m=5,10,1.064811241679e-1
geo/r=8/m=5,11,1.056234111062e-1
geo/r=8/m=5,12,1.048423000286e-1
geo/r=8/m=5,13,1.040978502445e-1
geo/r=8/m=5,14,1.033725973893e-1
geo/r=8/m=5,15,1.026588909042e-1
geo/r=8/m=5,16,1.019533653301e-1
geo/r=8/m=5,17,1.012545263653e-1
geo/r=8/m=5,18,1.005616968886e-1
geo/r=8/m=5,19,9.987455677199e-2
geo/r=8/m=5,20,9.919294195118e-2
geo/r=8/m=5,21,9.851675669509e-2
geo/r=8/m=5,22,9.784593529911e-2
geo/r=8/m=5,23,9.718042535822e-2
geo/r=8/m=5,24,9.652018046221e-2
geo/r=8/m=5,25,9.586515700474e-2
geo/r=8/m=5,26,9.521531278868e-2
geo/r=8/m=5,27,9.457060641569e-2
geo/r=8/m=5,28,9.393099701821e-2
geo/r=8/m=5,29,9.329644414108e-2
geo/r=8/m=5,30,9.266690768833e-2
geo/r=8/m=5,31,9.204234789862e-2
geo/r=8/m=5,32,9.142272533301e-2
geo/r=8/m=5,33,9.080800086831e-2
geo/r=8/m=5,34,9.019813569273e-2
geo/r=8/m=5,35,8.959309130263e-2
geo/r=8/m=5,37,8.839731238867e-2
geo/r=8/m=5,38,8.780650237419e-2
geo/r=8/m=5,39,8.722036215913e-2
geo/r=8/m=5,41,8.606194341379e-2
geo/r=8/m=5,42,8.548959175748e-2
geo/r=8/m=5,44,8.435842323019e-2
geo/r=8/m=5,45,8.379953495777e-2
geo/r=8/m=5,47,8.269497400838e-2
geo/r=8/m=5,48,8.214923161389e-2
geo/r=8/m=5,50,8.107065075822e-2
geo/r=8/m=5,52,8.000904868503e-2
geo/r=8/m=5,54,7.896415739498e-2
geo/r=8/m=5,56,7.793571311910e-2
geo/r=8/m=5,57,7.742757732396e-2
geo/r=8/m=5,59,7.642331809239e-2
geo/r=8/m=5,62,7.494648674746e-2
geo/r=8/m=5,64,7.398127513091e-2
geo/r=8/m=5,66,7.303125283868e-2
geo/r=8/m=5,68,7.209618011807e-2
geo/r=8/m=5,71,7.072108632362e-2
geo/r=8/m=5,73,6.982236330301e-2
geo/r=8/m=5,76,6.850072110748e-2
geo/r=8/m=5,78,6.763693034089e-2
geo/r=8/m=5,81,6.636665541675e-2
geo/r=8/m=5,84,6.512623432475e-2
geo/r=8/m=5,87,6.391496303405e-2
geo/r=8/m=5,90,6.273215411754e-2
geo/r=8/m=5,93,6.157713636034e-2
geo/r=8/m=5,97,6.007921284525e-2
geo/r=8/m=5,100,5.898651906893e-2
geo/r=8/m=5,104,5.756941392890e-2
geo/r=8/m=5,107,5.653566848955e-2
geo/r=8/m=5,111,5.519500437904e-2
geo/r=8/m=5,115,5.389614730282e-2
geo/r=8/m=5,119,5.263778791624e-2
geo/r=8/m=5,123,5.141865788447e-2
geo/r=8/m=5,127,5.023752859803e-2
geo/r=8/m=5,132,4.881274601799e-2
geo/r=8/m=5,137,4.744323987096e-2
geo/r=8/m=5,141,4.638598269110e-2
geo/r=8/m=5,146,4.511059905791e-2
geo/r=8/m=5,152,4.364524280976e-2
geo/r=8/m=5,157,4.247611246349e-2
geo/r=8/m=5,162,4.135228984148e-2
geo/r=8/m=5,168,4.006102629283e-2
geo/r=8/m=5,174,3.882954311799e-2
geo/r=8/m=5,180,3.765505415953e-2
geo/r=8/m=5,186,3.653490312686e-2
geo/r=8/m=5,193,3.529336537949e-2
geo/r=8/m=5,200,3.411852623323e-2
geo/r=8/m=5,207,3.300677335428e-2
geo/r=8/m=5,214,3.195469007453e-2
geo/r=8/m=5,222,3.082123660009e-2
geo/r=8/m=5,230,2.975695890731e-2
geo/r=8/m=5,238,2.875759225743e-2
geo/r=8/m=5,246,2.781913487830e-2
geo/r=8/m=5,255,2.683150960741e-2
geo/r=8/m=5,264,2.591122907818e-2
geo/r=8/m=5,273,2.505364101302e-2
geo/r=8/m=5,283,2.416903633439e-2
geo/r=8/m=5,293,2.335098111634e-2
geo/r=8/m=5,303,2.259438749241e-2
geo/r=8/m=5,314,2.182752551886e-2
geo/r=8/m=5,325,2.112360029992e-2
geo/r=8/m=5,336,2.047734010350e-2
geo/r=8/m=5,348,1.983243113929e-2
geo/r=8/m=5,360,1.924468434090e-2
geo/r=8/m=5,373,1.866644240383e-2
geo/r=8/m=5,386,1.814319967615e-2
geo/r=8/m=5,399,1.766955520326e-2
geo/r=8/m=5,414,1.717833556885e-2
geo/r=8/m=5,428,1.676768777572e-2
geo/r=8/m=5,443,1.637330886541e-2
geo/r=8/m=5,459,1.599879677569e-2
geo/r=8/m=5,475,1.566635763914e-2
geo/r=8/m=5,492,1.535363255033e-2
geo/r=8/m=5,509,1.507745486563e-2
geo/r=8/m=5,527,1.481974571641e-2
geo/r=8/m=5,546,1.458130229225e-2
geo/r=8/m=5,565,1.437260107004e-2
geo/r=8/m=5,585,1.418047852810e-2
geo/r=8/m=5,605,1.401254364505e-2
geo/r=8/m=5,627,1.385153348139e-2
geo/r=8/m=5,649,1.371150980885e-2
geo/r=8/m=5,672,1.358392410539e-2
geo/r=8/m=5,695,1.347240406924e-2
geo/r=8/m=5,720,1.336630226175e-2
geo/r=8/m=5,745,1.327319637257e-2
geo/r=8/m=5,771,1.318765752589e-2
geo/r=8/m=5,798,1.310876204366e-2
geo/r=8/m=5,827,1.303312239004e-2
geo/r=8/m=5,856,1.296503578468e-2
geo/r=8/m=5,886,1.290092639954e-2
geo/r=8/m=5,917,1.284003711004e-2
geo/r=8/m=5,949,1.278168381244e-2
geo/r=8/m=5,983,1.272359953433e-2
geo/r=8/m=5,1017,1.266865466487e-2
geo/r=8/m=5,1053,1.261312447349e-2
geo/r=8/m=5,1090,1.255824225366e-2
geo/r=8/m=5,1129,1.250224108144e-2
geo/r=8/m=5,1169,1.244631926681e-2
geo/r=8/m=5,1210,1.239022961812e-2
geo/r=8/m=5,1252,1.233378028433e-2
geo/r=8/m=5,1297,1.227419381878e-2
geo/r=8/m=5,1342,1.221535290618e-2
geo/r=8/m=5,1389,1.215455220290e-2
geo/r=8/m=5,1438,1.209176766988e-2
geo/r=8/m=5,1489,1.202698936841e-2
geo/r=8/m=5,1542,1.196022009066e-2
geo/r=8/m=5,1596,1.189271890671e-2
geo/r=8/m=5,1652,1.182324489087e-2
geo/r=8/m=5,1710,1.175182895910e-2
geo/r=8/m=5,1771,1.167729044220e-2
geo/r=8/m=5,1833,1.160211457438e-2
geo/r=8/m=5,1898,1.152392139132e-2
geo/r=8/m=5,1964,1.144516471181e-2
geo/r=8/m=5,2034,1.136232984119e-2
geo/r=8/m=5,2105,1.127903408952e-2
geo/r=8/m=5,2179,1.119298502128e-2
geo/r=8/m=5,2256,1.110426940594e-2
geo/r=8/m=5,2336,1.101297636368e-2
geo/r=8/m=5,2418,1.092032136154e-2
geo/r=8/m=5,2503,1.082524999001e-2
geo/r=8/m=5,2591,1.072785627148e-2
geo/r=8/m=5,2683,1.062714720825e-2
geo/r=8/m=5,2777,1.052540941949e-2
geo/r=8/m=5,2875,1.042057699200e-2
geo/r=8/m=5,2976,1.031383855747e-2
geo/r=8/m=5,3081,1.020425799733e-2
geo/r=8/m=5,3190,1.009197762895e-2
geo/r=8/m=5,3302,9.978151160883e-3
geo/r=8/m=5,3418,9.861886944882e-3
geo/r=8/m=5,3539,9.742351061086e-3
geo/r=8/m=5,3664,9.620701736887e-3
geo/r=8/m=5,3793,9.497088594896e-3
geo/r=8/m=5,3926,9.371661794532e-3
geo/r=8/m=5,4065,9.242732077934e-3
geo/r=8/m=5,4208,9.112352581155e-3
geo/r=8/m=5,4356,8.979786546108e-3
geo/r=8/m=5,4510,8.844361830527e-3
geo/r=8/m=5,4668,8.708036484844e-3
geo/r=8/m=5,4833,8.568446119984e-3
geo/r=8/m=5,5003,8.427531764632e-3
geo/r=8/m=5,5179,8.284687288604e-3
geo/r=8/m=5,5362,8.139374729001e-3
geo/r=8/m=5,5551,7.992660625533e-3
geo/r=8/m=5,5746,7.844788594688e-3
geo/r=8/m=5,5949,7.694536818828e-3
geo/r=8/m=5,6158,7.543677378978e-3
geo/r=8/m=5,6375,7.391054505900e-3
geo/r=8/m=5,6600,7.237007170948e-3
geo/r=8/m=5,6833,7.081869366909e-3
geo/r=8/m=5,7073,6.926606439385e-3
geo/r=8/m=5,7323,6.769626572896e-3
geo/r=8/m=5,7581,6.612555278756e-3
geo/r=8/m=5,7848,6.455115530160e-3
geo/r=8/m=5,8124,6.297657515802e-3
geo/r=8/m=5,8410,6.139978146188e-3
geo/r=8/m=5,8707,5.981938310355e-3
geo/r=8/m=5,9013,5.824971697708e-3
geo/r=8/m=5,9331,5.667921667737e-3
geo/r=8/m=5,9660,5.511704706406e-3
geo/r=8/m=5,10000,5.356696014330e-3
geo/r=8/m=5,10352,5.202822980999e-3
geo/r=8/m=5,10717,5.050065934393e-3
geo/r=8/m=5,11095,4.898846087753e-3
geo/r=8/m=5,11486,4.749558627583e-3
geo/r=8/m=5,11890,4.602571436417e-3
geo/r=8/m=5,12309,4.457549213955e-3
geo/r=8/m=5,12743,4.314905793678e-3
geo/r=8/m=5,13192,4.175021028397e-3
geo/r=8/m=5,13656,4.038239835798e-3
geo/r=8/m=5,14138,3.904060442054e-3
geo/r=8/m=5,14636,3.773407474093e-3
geo/r=8/m=5,15151,3.646321191445e-3
geo/r=8/m=5,15685,3.522638475372e-3
geo/r=8/m=5,16238,3.402690089143e-3
geo/r=8/m=5,16810,3.286760048842e-3
geo/r=8/m=5,17402,3.174903831367e-3
geo/r=8/m=5,18015,3.067183403027e-3
geo/r=8/m=5,18650,2.963663203705e-3
geo/r=8/m=5,19307,2.864551287538e-3
geo/r=8/m=5,19987,2.769871666145e-3
geo/r=8/m=5,20691,2.679643312347e-3
geo/r=8/m=5,21420,2.593877163099e-3
geo/r=8/m=5,22175,2.512573459054e-3
geo/r=8/m=5,22956,2.435813245388e-3
geo/r=8/m=5,23765,2.363457953886e-3
geo/r=8/m=5,24602,2.295542452190e-3
geo/r=8/m=5,25469,2.231914845900e-3
geo/r=8/m=5,26367,2.172499022905e-3
geo/r=8/m=5,27295,2.117313321842e-3
geo/r=8/m=5,28257,2.066058856609e-3
geo/r=8/m=5,29253,2.018670518891e-3
geo/r=8/m=5,30283,1.975044219231e-3
geo/r=8/m=5,31350,1.934936876640e-3
geo/r=8/m=5,32455,1.898190441727e-3
geo/r=8/m=5,33598,1.864660869447e-3
geo/r=8/m=5,34782,1.834107094213e-3
geo/r=8/m=5,36007,1.806369039551e-3
geo/r=8/m=5,37276,1.781212317848e-3
geo/r=8/m=5,38589,1.758466462569e-3
geo/r=8/m=5,39949,1.737906122216e-3
geo/r=8/m=5,41356,1.719357489561e-3
geo/r=8/m=5,42813,1.702608074602e-3
geo/r=8/m=5,44322,1.687469405516e-3
geo/r=8/m=5,45883,1.673777742325e-3
geo/r=8/m=5,47500,1.661341420932e-3
geo/r=8/m=5,49173,1.650012284092e-3
geo/r=8/m=5,50906,1.639623752315e-3
geo/r=8/m=5,52699,1.630045994264e-3
geo/r=8/m=5,54556,1.621137588177e-3
geo/r=8/m=5,56478,1.612784720118e-3
geo/r=8/m=5,58468,1.604875431610e-3
geo/r=8/m=5,60528,1.597313524063e-3
geo/r=8/m=5,62660,1.590013276823e-3
geo/r=8/m=5,64868,1.582892790559e-3
geo/r=8/m=5,67153,1.575889889995e-3
geo/r=8/m=5,69519,1.568941923783e-3
geo/r=8/m=5,71969,1.561997939477e-3
geo/r=8/m=5,74504,1.555019953323e-3
geo/r=8/m=5,77129,1.547965590177e-3
geo/r=8/m=5,79846,1.540806750252e-3
geo/r=8/m=5,82660,1.533512617415e-3
geo/r=8/m=5,85572,1.526067301254e-3
geo/r=8/m=5,88587,1.518448423938e-3
geo/r=8/m=5,91708,1.510642040304e-3
geo/r=8/m=5,94939,1.502634438643e-3
geo/r=8/m=5,98284,1.494414241705e-3
geo/r=8/m=5,101746,1.485974438053e-3
geo/r=8/m=5,105331,1.477302320602e-3
geo/r=8/m=5,109042,1.468393843777e-3
geo/r=8/m=5,112884,1.459241264116e-3
geo/r=8/m=5,116861,1.449840218999e-3
geo/r=8/m=5,120978,1.440184832170e-3
geo/r=8/m=5,125240,1.430270027617e-3
geo/r=8/m=5,129653,1.420089163953e-3
geo/r=8/m=5,134221,1.409640919381e-3
geo/r=8/m=5,138950,1.398920034243e-3
geo/r=8/m=5,143845,1.387924205392e-3
geo/r=8/m=5,148913,1.376647331610e-3
geo/r=8/m=5,154159,1.365088500354e-3
geo/r=8/m=5,159591,1.353240925010e-3
geo/r=8/m=5,165213,1.341107322000e-3
geo/r=8/m=5,171034,1.328680351433e-3
geo/r=8/m=5,177060,1.315960012517e-3
geo/r=8/m=5,183298,1.302945002445e-3
geo/r=8/m=5,189756,1.289632852095e-3
geo/r=8/m=5,196441,1.276024114294e-3
geo/r=8/m=5,203362,1.262116259505e-3
geo/r=8/m=5,210527,1.247909863286e-3
geo/r=8/m=5,217944,1.233406544711e-3
geo/r=8/m=5,225623,1.218605149216e-3
geo/r=8/m=5,233572,1.203509581680e-3
geo/r=8/m=5,241801,1.188121106466e-3
geo/r=8/m=5,250320,1.172442297033e-3
geo/r=8/m=5,259140,1.156475247879e-3
geo/r=8/m=5,268270,1.140227024686e-3
geo/r=8/m=5,277721,1.123702422029e-3
geo/r=8/m=5,287506,1.106904271084e-3
geo/r=8/m=5,297635,1.089842098924e-3
geo/r=8/m=5,308121,1.072521818890e-3
geo/r=8/m=5,318977,1.054951013907e-3
geo/r=8/m=5,330215,1.037140487966e-3
geo/r=8/m=5,341849,1.019099469598e-3
geo/r=8/m=5,353893,1.000838921266e-3
geo/r=8/m=5,366361,9.823715036108e-4
geo/r=8/m=5,379269,9.637086745509e-4
geo/r=8/m=5,392631,9.448665633489e-4
geo/r=8/m=5,406464,9.258587715314e-4
geo/r=8/m=5,420785,9.067008056222e-4
geo/r=8/m=5,435610,8.874112847880e-4
geo/r=8/m=5,450957,8.680079314875e-4
geo/r=8/m=5,466845,8.485090511855e-4
geo/r=8/m=5,483293,8.289347818723e-4
geo/r=8/m=5,500320,8.093069744995e-4
geo/r=8/m=5,517947,7.896468671305e-4
geo/r=8/m=5,536196,7.699763738334e-4
geo/r=8/m=5,555087,7.503211799172e-4
geo/r=8/m=5,574643,7.307052745265e-4
geo/r=8/m=5,594889,7.111522739609e-4
geo/r=8/m=5,615848,6.916892350645e-4
geo/r=8/m=5,637546,6.723417050792e-4
geo/r=8/m=5,660008,6.531373948039e-4
geo/r=8/m=5,683261,6.341033537472e-4
geo/r=8/m=5,707333,6.152668443163e-4
geo/r=8/m=5,732254,5.966545239387e-4
geo/r=8/m=5,758052,5.782952933258e-4
geo/r=8/m=5,784760,5.602150371237e-4
geo/r=8/m=5,812408,5.424421881260e-4
geo/r=8/m=5,841031,5.250021633405e-4
geo/r=8/m=5,870662,5.079217937612e-4
geo/r=8/m=5,901337,4.912260249411e-4
geo/r=8/m=5,933093,4.749390560712e-4
geo/r=8/m=5,965967,4.590846202555e-4
geo/r=8/m=5,1000000,4.436838949276e-4
geo/r=16/m=4,1,5.000000000000e-1
geo/r=16/m=4,2,2.656250000000e-1
geo/r=16/m=4,3,1.557312011719e-1
geo/r=16/m=4,4,1.041737236083e-1
geo/r=16/m=4,5,7.995478213658e-2
geo/r=16/m=4,6,6.854773925004e-2
geo/r=16/m=4,7,6.314490853811e-2
geo/r=16/m=4,8,6.055597180528e-2
geo/r=16/m=4,9,5.928583506999e-2
geo/r=16/m=4,10,5.863384521639e-2
geo/r=16/m=4,11,5.827165167383e-2
geo/r=16/m=4,12,5.804537775804e-2
geo/r=16/m=4,13,5.788291129992e-2
geo/r=16/m=4,14,5.775045781862e-2
geo/r=16/m=4,15,5.763217983144e-2
geo/r=16/m=4,16,5.752065512833e-2
geo/r=16/m=4,17,5.741240518825e-2
geo/r=16/m=4,18,5.730579964008e-2
geo/r=16/m=4,19,5.720007422027e-2
geo/r=16/m=4,20,5.709487055372e-2
geo/r=16/m=4,21,5.699002047918e-2
geo/r=16/m=4,22,5.688544497662e-2
geo/r=16/m=4,23,5.678110680110e-2
geo/r=16/m=4,24,5.667698828534e-2
geo/r=16/m=4,25,5.657308093726e-2
geo/r=16/m=4,26,5.646938056503e-2
geo/r=16/m=4,27,5.636588499244e-2
geo/r=16/m=4,28,5.626259298833e-2
geo/r=16/m=4,29,5.615950376480e-2
geo/r=16/m=4,30,5.605661674212e-2
geo/r=16/m=4,31,5.595393143851e-2
geo/r=16/m=4,32,5.585144741850e-2
geo/r=16/m=4,33,5.574916426877e-2
geo/r=16/m=4,34,5.564708158674e-2
geo/r=16/m=4,35,5.554519897530e-2
geo/r=16/m=4,37,5.534203238946e-2
geo/r=16/m=4,38,5.524074763162e-2
geo/r=16/m=4,39,5.513966137670e-2
geo/r=16/m=4,41,5.493808281954e-2
geo/r=16/m=4,42,5.483758974124e-2
geo/r=16/m=4,44,5.463719405090e-2
geo/r=16/m=4,45,5.453729066742e-2
geo/r=16/m=4,47,5.433807090093e-2
geo/r=16/m=4,48,5.423875375101e-2
geo/r=16/m=4,50,5.404070300623e-2
geo/r=16/m=4,52,5.384342779474e-2
geo/r=16/m=4,54,5.364692507889e-2
geo/r=16/m=4,56,5.345119183291e-2
geo/r=16/m=4,57,5.335361281882e-2
geo/r=16/m=4,59,5.315902813026e-2
geo/r=16/m=4,62,5.286857883409e-2
geo/r=16/m=4,64,5.267589344632e-2
geo/r=16/m=4,66,5.248396257646e-2
geo/r=16/m=4,68,5.229278326915e-2
geo/r=16/m=4,71,5.200741705165e-2
geo/r=16/m=4,73,5.181810379696e-2
geo/r=16/m=4,76,5.153552296282e-2
geo/r=16/m=4,78,5.134805754169e-2
geo/r=16/m=4,81,5.106823489602e-2
geo/r=16/m=4,84,5.079005422046e-2
geo/r=16/m=4,87,5.051350587741e-2
geo/r=16/m=4,90,5.023858028581e-2
geo/r=16/m=4,93,4.996526792085e-2
geo/r=16/m=4,97,4.960334453991e-2
geo/r=16/m=4,100,4.933375964295e-2
geo/r=16/m=4,104,4.897677220828e-2
geo/r=16/m=4,107,4.871086392903e-2
geo/r=16/m=4,111,4.835874510424e-2
geo/r=16/m=4,115,4.800937846360e-2
geo/r=16/m=4,119,4.766274248945e-2
geo/r=16/m=4,123,4.731881583238e-2
geo/r=16/m=4,127,4.697757730989e-2
geo/r=16/m=4,132,4.655477734378e-2
geo/r=16/m=4,137,4.613610407318e-2
geo/r=16/m=4,141,4.580410958889e-2
geo/r=16/m=4,146,4.539276310223e-2
geo/r=16/m=4,152,4.490444349090e-2
geo/r=16/m=4,157,4.450187801036e-2
geo/r=16/m=4,162,4.410324166757e-2
geo/r=16/m=4,168,4.363001053103e-2
geo/r=16/m=4,174,4.316231655364e-2
geo/r=16/m=4,180,4.270009492497e-2
geo/r=16/m=4,186,4.224328159320e-2
geo/r=16/m=4,193,4.171708378208e-2
geo/r=16/m=4,200,4.119806188501e-2
geo/r=16/m=4,207,4.068611800787e-2
geo/r=16/m=4,214,4.018115559202e-2
geo/r=16/m=4,222,3.961248230045e-2
geo/r=16/m=4,230,3.905266320665e-2
geo/r=16/m=4,238,3.850156040075e-2
geo/r=16/m=4,246,3.795903812087e-2
geo/r=16/m=4,255,3.735879064073e-2
geo/r=16/m=4,264,3.676904665515e-2
geo/r=16/m=4,273,3.618962229553e-2
geo/r=16/m=4,283,3.555770110319e-2
geo/r=16/m=4,293,3.493805401097e-2
geo/r=16/m=4,303,3.433044251462e-2
geo/r=16/m=4,314,3.367569199440e-2
geo/r=16/m=4,325,3.303491672331e-2
geo/r=16/m=4,336,3.240781827716e-2
geo/r=16/m=4,348,3.173896623370e-2
geo/r=16/m=4,360,3.108567258797e-2
geo/r=16/m=4,373,3.039507528326e-2
geo/r=16/m=4,386,2.972186348753e-2
geo/r=16/m=4,399,2.906559931223e-2
geo/r=16/m=4,414,2.832887351559e-2
geo/r=16/m=4,428,2.766054450764e-2
geo/r=16/m=4,443,2.696455062246e-2
geo/r=16/m=4,459,2.624438122671e-2
geo/r=16/m=4,475,2.554645840154e-2
geo/r=16/m=4,492,2.482852229546e-2
geo/r=16/m=4,509,2.413412598864e-2
geo/r=16/m=4,527,2.342368253353e-2
geo/r=16/m=4,546,2.270048322732e-2
geo/r=16/m=4,565,2.200373254259e-2
geo/r=16/m=4,585,2.129782055194e-2
geo/r=16/m=4,605,2.061905577443e-2
geo/r=16/m=4,627,1.990252382461e-2
geo/r=16/m=4,649,1.921624217629e-2
geo/r=16/m=4,672,1.852972336062e-2
geo/r=16/m=4,695,1.787347347450e-2
geo/r=16/m=4,720,1.719293245021e-2
geo/r=16/m=4,745,1.654493977439e-2
geo/r=16/m=4,771,1.590388052553e-2
geo/r=16/m=4,798,1.527185684565e-2
geo/r=16/m=4,827,1.462925650337e-2
geo/r=16/m=4,856,1.402216113360e-2
geo/r=16/m=4,886,1.342940445315e-2
